"year","Y1","Y0_synth"
1979,0,0
1984,0,0.0427125145574716
1989,0,0.136479839814212
1994,0.982500016689301,0.982686801999014
1999,7.47999995946884,0.661503092413538
2004,21.1000008583069,2.08858625025991
2009,22.6999998092651,10.4683712512159
2014,28.629999756813,8.06610387098518
