kreise,Distance,closest_camp,unemp,educ,west,female,age,urban_scale,lr,immigrants07,unemployment07,prop_jewish25,unemployment33,population25,nazishare33,intolerance,resentment,far_right,state
-,15.96923116,Neuengamme,0,5,1,0,63,6,5,0.079014198,0.116637294,0.000966015,0.129651918,0.596944764,0.485494902,-0.378253486,5.88359733,0,DEF
-,15.96923116,Neuengamme,0,5,1,0,49,6,NA,0.079014198,0.116637294,0.000966015,0.129651918,0.596944764,0.485494902,0.898074967,-2.047544918,0,DEF
-,15.96923116,Neuengamme,1,8,1,1,28,6,NA,0.079014198,0.116637294,0.000966015,0.129651918,0.596944764,0.485494902,-0.378253486,-5.604499924,0,DEF
-,15.96923116,Neuengamme,1,5,1,1,53,6,5,0.079014198,0.116637294,0.000966015,0.129651918,0.596944764,0.485494902,0.348260353,5.711560522,0,DEF
-,15.96923116,Neuengamme,0,5,1,0,72,6,7,0.079014198,0.116637294,0.000966015,0.129651918,0.596944764,0.485494902,0.396214214,3.275474042,0,DEF
-,15.96923116,Neuengamme,0,5,1,1,69,6,NA,0.079014198,0.116637294,0.000966015,0.129651918,0.596944764,0.485494902,0.507541101,0.136798341,0,DEF
-,9.981148502,Neuengamme,0,5,1,0,34,7,5,0.082518291,0.119435511,0.002828676,0.12912788,1.885256903,0.477009158,-0.378253486,2.630430077,0,DEF
-,9.981148502,Neuengamme,0,3,1,1,45,7,4,0.082518291,0.119435511,0.002828676,0.12912788,1.885256903,0.477009158,-0.378253486,1.494102189,0,DEF
-,9.981148502,Neuengamme,0,5,1,1,51,7,6,0.082518291,0.119435511,0.002828676,0.12912788,1.885256903,0.477009158,-0.378253486,0.489532327,0,DEF
-,9.981148502,Neuengamme,0,3,1,0,41,7,NA,0.082518291,0.119435511,0.002828676,0.12912788,1.885256903,0.477009158,-0.378253486,0.875888564,0,DEF
-,9.981148502,Neuengamme,1,3,1,0,43,7,9,0.082518291,0.119435511,0.002828676,0.12912788,1.885256903,0.477009158,0.348260353,4.663755288,1,DEF
-,9.981148502,Neuengamme,1,5,1,1,51,7,2,0.082518291,0.119435511,0.002828676,0.12912788,1.885256903,0.477009158,0.348260353,2.740350776,0,DEF
-,9.981148502,Neuengamme,0,3,1,1,79,7,5,0.082518291,0.119435511,0.002828676,0.12912788,1.885256903,0.477009158,0.348260353,0.982544641,0,DEF
-,15.69033286,Neuengamme,0,5,1,0,42,2,5,0.031531991,0.099069124,0.000339657,0.03377721,0.757408119,0.704938058,-0.378253486,-1.889318999,0,DEF
-,15.69033286,Neuengamme,1,5,1,1,35,2,NA,0.031531991,0.099069124,0.000339657,0.03377721,0.757408119,0.704938058,-0.378253486,-1.492581083,0,DEF
-,15.69033286,Neuengamme,1,2,1,0,49,2,7,0.031531991,0.099069124,0.000339657,0.03377721,0.757408119,0.704938058,-0.378253486,-2.015605509,0,DEF
-,15.69033286,Neuengamme,0,7,1,0,80,2,7,0.031531991,0.099069124,0.000339657,0.03377721,0.757408119,0.704938058,0.396214214,-4.077409534,0,DEF
-,15.69033286,Neuengamme,0,5,1,1,51,2,NA,0.031531991,0.099069124,0.000339657,0.03377721,0.757408119,0.704938058,-0.378253486,-1.425584018,0,DEF
-,15.69033286,Neuengamme,0,3,1,1,77,2,7,0.031531991,0.099069124,0.000339657,0.03377721,0.757408119,0.704938058,-0.378253486,-0.592243185,0,DEF
-,15.69033286,Neuengamme,0,5,1,0,72,2,7,0.031531991,0.099069124,0.000339657,0.03377721,0.757408119,0.704938058,-0.378253486,-1.79434287,0,DEF
-,9.132912639,Neuengamme,0,5,1,0,24,3,NA,0.022218616,0.077734765,0.000235553,0.096242933,0.476619367,0.519501522,-0.378253486,3.394839468,0,DEF
-,9.132912639,Neuengamme,1,5,1,0,52,3,9,0.022218616,0.077734765,0.000235553,0.096242933,0.476619367,0.519501522,1.931706223,6.62490153,1,DEF
-,9.132912639,Neuengamme,0,5,1,0,55,3,7,0.022218616,0.077734765,0.000235553,0.096242933,0.476619367,0.519501522,0.348260353,4.751516465,0,DEF
-,9.132912639,Neuengamme,0,2,1,1,49.73427596,3,7,0.022218616,0.077734765,0.000235553,0.096242933,0.476619367,0.519501522,0.348260353,4.421880589,0,DEF
-,9.132912639,Neuengamme,0,5,1,0,83,3,5,0.022218616,0.077734765,0.000235553,0.096242933,0.476619367,0.519501522,0.348260353,4.031737856,0,DEF
-,9.132912639,Neuengamme,0,5,1,1,65,3,4,0.022218616,0.077734765,0.000235553,0.096242933,0.476619367,0.519501522,0.348260353,2.503016968,0,DEF
-,9.132912639,Neuengamme,0,3,1,1,82,3,7,0.022218616,0.077734765,0.000235553,0.096242933,0.476619367,0.519501522,0.348260353,3.394839468,0,DEF
-,9.132912639,Neuengamme,0,5,1,0,31,3,NA,0.022218616,0.077734765,0.000235553,0.096242933,0.476619367,0.519501522,-0.378253486,4.9713437,0,DEF
-,9.132912639,Neuengamme,1,5,1,0,62,3,NA,0.022218616,0.077734765,0.000235553,0.096242933,0.476619367,0.519501522,-0.378253486,3.459803485,0,DEF
-,9.132912639,Neuengamme,0,6,1,0,31,3,5,0.022218616,0.077734765,0.000235553,0.096242933,0.476619367,0.519501522,-0.378253486,-1.234816145,0,DEF
-,9.132912639,Neuengamme,1,6,1,0,37,3,9,0.022218616,0.077734765,0.000235553,0.096242933,0.476619367,0.519501522,1.62744669,6.542966977,1,DEF
-,10.03463722,Neuengamme,0,7,1,0,69,5,7,0.025367675,0.061054265,0.000886011,0.07784531,1.341171314,0.59887653,1.172202532,-1.712944355,0,DEF
-,10.03463722,Neuengamme,1,7,1,0,55,5,2,0.025367675,0.061054265,0.000886011,0.07784531,1.341171314,0.59887653,-0.378253486,-7.060715941,0,DEF
-,10.03463722,Neuengamme,0,7,1,1,36,5,NA,0.025367675,0.061054265,0.000886011,0.07784531,1.341171314,0.59887653,-0.378253486,-2.051456781,0,DEF
-,10.03463722,Neuengamme,0,5,1,1,38,5,5,0.025367675,0.061054265,0.000886011,0.07784531,1.341171314,0.59887653,-0.378253486,-4.866036551,0,DEF
-,10.03463722,Neuengamme,0,5,1,0,48,5,2,0.025367675,0.061054265,0.000886011,0.07784531,1.341171314,0.59887653,-0.378253486,-0.829598034,0,DEF
-,10.03463722,Neuengamme,0,7,1,0,65,5,NA,0.025367675,0.061054265,0.000886011,0.07784531,1.341171314,0.59887653,-0.378253486,-4.88850781,0,DEF
-,10.03463722,Neuengamme,0,8,1,0,71,5,7,0.025367675,0.061054265,0.000886011,0.07784531,1.341171314,0.59887653,-0.378253486,0.069196552,0,DEF
-,10.03463722,Neuengamme,0,3,1,0,49.73427596,5,NA,0.025367675,0.061054265,0.000886011,0.07784531,1.341171314,0.59887653,-0.378253486,-3.662538194,0,DEF
-,10.03463722,Neuengamme,0,3,1,1,62,5,2,0.025367675,0.061054265,0.000886011,0.07784531,1.341171314,0.59887653,1.182267199,-7.043791708,0,DEF
-,5.521569509,Neuengamme,0,5,1,0,50,1,6,0.054265972,0.055502004,0.001971187,0.041017468,0.47687,0.666444402,-0.378253486,-1.111339406,0,DEF
-,5.521569509,Neuengamme,0,7,1,0,49.73427596,1,6,0.054265972,0.055502004,0.001971187,0.041017468,0.47687,0.666444402,-0.378253486,4.598791271,0,DEF
-,5.521569509,Neuengamme,0,5,1,0,44,1,2,0.054265972,0.055502004,0.001971187,0.041017468,0.47687,0.666444402,-0.378253486,-0.100528385,0,DEF
-,5.521569509,Neuengamme,0,6,1,1,41,1,7,0.054265972,0.055502004,0.001971187,0.041017468,0.47687,0.666444402,-0.378253486,-5.615092494,0,DEF
-,5.521569509,Neuengamme,0,5,1,0,65,1,7,0.054265972,0.055502004,0.001971187,0.041017468,0.47687,0.666444402,0.396214214,6.366056295,0,DEF
-,5.521569509,Neuengamme,0,7,1,0,50,1,6,0.054265972,0.055502004,0.001971187,0.041017468,0.47687,0.666444402,-0.378253486,4.030023628,0,DEF
-,5.521569509,Neuengamme,0,5,1,0,48,1,6,0.054265972,0.055502004,0.001971187,0.041017468,0.47687,0.666444402,-0.378253486,1.986709274,0,DEF
-,5.521569509,Neuengamme,0,7,1,0,74,1,7,0.054265972,0.055502004,0.001971187,0.041017468,0.47687,0.666444402,-0.378253486,6.323139742,0,DEF
-,5.521569509,Neuengamme,0,3,1,1,66,1,2,0.054265972,0.055502004,0.001971187,0.041017468,0.47687,0.666444402,-0.378253486,1.425344594,0,DEF
-,5.521569509,Neuengamme,0,5,1,0,67,1,5,0.054265972,0.055502004,0.001971187,0.041017468,0.47687,0.666444402,-0.378253486,4.574605784,0,DEF
-,5.521569509,Neuengamme,0,7,1,0,83,1,7,0.054265972,0.055502004,0.001971187,0.041017468,0.47687,0.666444402,-0.378253486,-1.173326886,0,DEF
-,1.859275227,Neuengamme,0,3,1,0,42,8,9,0.131919607,0.086565434,0.015586085,0.155506909,14.78653855,0.391922452,1.637715125,6.542966977,1,DE6
-,1.859275227,Neuengamme,1,7,1,0,25,8,NA,0.131919607,0.086565434,0.015586085,0.155506909,14.78653855,0.391922452,0.396214214,-5.721357505,0,DE6
-,1.859275227,Neuengamme,0,5,1,0,25,8,5,0.131919607,0.086565434,0.015586085,0.155506909,14.78653855,0.391922452,0.348260353,-0.19194525,0,DE6
-,1.859275227,Neuengamme,0,5,1,0,24,8,2,0.131919607,0.086565434,0.015586085,0.155506909,14.78653855,0.391922452,-0.378253486,-1.832062601,0,DE6
-,1.859275227,Neuengamme,0,2,1,1,60,8,6,0.131919607,0.086565434,0.015586085,0.155506909,14.78653855,0.391922452,2.35032582,5.095590081,0,DE6
-,1.859275227,Neuengamme,0,5,1,1,64,8,4,0.131919607,0.086565434,0.015586085,0.155506909,14.78653855,0.391922452,-0.378253486,1.857980085,0,DE6
-,1.859275227,Neuengamme,0,5,1,0,55,8,5,0.131919607,0.086565434,0.015586085,0.155506909,14.78653855,0.391922452,-0.378253486,-0.845090125,0,DE6
-,1.859275227,Neuengamme,0,5,1,0,30,8,NA,0.131919607,0.086565434,0.015586085,0.155506909,14.78653855,0.391922452,0.790751473,2.070591614,0,DE6
-,1.859275227,Neuengamme,1,5,1,0,49,8,NA,0.131919607,0.086565434,0.015586085,0.155506909,14.78653855,0.391922452,-0.378253486,6.542966977,0,DE6
-,1.859275227,Neuengamme,0,3,1,0,19,8,4,0.131919607,0.086565434,0.015586085,0.155506909,14.78653855,0.391922452,-0.378253486,6.284121742,0,DE6
-,1.859275227,Neuengamme,0,7,1,1,25,8,7,0.131919607,0.086565434,0.015586085,0.155506909,14.78653855,0.391922452,-0.378253486,1.343417122,0,DE6
-,1.859275227,Neuengamme,1,5,1,0,40,8,2,0.131919607,0.086565434,0.015586085,0.155506909,14.78653855,0.391922452,-0.378253486,-1.585470781,0,DE6
-,1.859275227,Neuengamme,0,3,1,0,67,8,2,0.131919607,0.086565434,0.015586085,0.155506909,14.78653855,0.391922452,-0.378253486,-10.56442534,0,DE6
-,1.859275227,Neuengamme,0,5,1,1,53,8,7,0.131919607,0.086565434,0.015586085,0.155506909,14.78653855,0.391922452,-0.378253486,3.521926676,0,DE6
-,1.859275227,Neuengamme,0,5,1,1,33,8,NA,0.131919607,0.086565434,0.015586085,0.155506909,14.78653855,0.391922452,-0.378253486,3.829515088,0,DE6
-,1.859275227,Neuengamme,1,5,1,1,39,8,7,0.131919607,0.086565434,0.015586085,0.155506909,14.78653855,0.391922452,1.951122326,5.578049046,0,DE6
-,1.859275227,Neuengamme,0,5,1,1,62,8,7,0.131919607,0.086565434,0.015586085,0.155506909,14.78653855,0.391922452,-0.378253486,-4.753282106,0,DE6
-,1.859275227,Neuengamme,0,3,1,1,33,8,NA,0.131919607,0.086565434,0.015586085,0.155506909,14.78653855,0.391922452,-0.378253486,6.62490153,0,DE6
-,1.859275227,Neuengamme,0,5,1,1,39,8,7,0.131919607,0.086565434,0.015586085,0.155506909,14.78653855,0.391922452,-0.378253486,1.515627779,0,DE6
-,1.859275227,Neuengamme,0,7,1,0,50,8,NA,0.131919607,0.086565434,0.015586085,0.155506909,14.78653855,0.391922452,-0.378253486,-1.830958882,0,DE6
-,1.859275227,Neuengamme,0,5,1,1,23,8,NA,0.131919607,0.086565434,0.015586085,0.155506909,14.78653855,0.391922452,-0.378253486,3.456781728,0,DE6
-,1.859275227,Neuengamme,0,8,1,0,49,8,4,0.131919607,0.086565434,0.015586085,0.155506909,14.78653855,0.391922452,-0.378253486,-1.669491765,0,DE6
-,1.859275227,Neuengamme,0,5,1,1,49.73427596,8,2,0.131919607,0.086565434,0.015586085,0.155506909,14.78653855,0.391922452,-0.378253486,-6.832676435,0,DE6
-,1.859275227,Neuengamme,0,6,1,0,29,8,2,0.131919607,0.086565434,0.015586085,0.155506909,14.78653855,0.391922452,-0.378253486,-7.742194987,0,DE6
-,1.859275227,Neuengamme,0,5,1,0,30,8,NA,0.131919607,0.086565434,0.015586085,0.155506909,14.78653855,0.391922452,-0.378253486,-10.07646565,0,DE6
-,1.859275227,Neuengamme,1,3,1,1,70,8,9,0.131919607,0.086565434,0.015586085,0.155506909,14.78653855,0.391922452,1.637715125,5.659983599,1,DE6
-,1.859275227,Neuengamme,0,5,1,0,39,8,5,0.131919607,0.086565434,0.015586085,0.155506909,14.78653855,0.391922452,-0.378253486,2.579480004,0,DE6
-,1.859275227,Neuengamme,1,5,1,1,47,8,NA,0.131919607,0.086565434,0.015586085,0.155506909,14.78653855,0.391922452,-0.378253486,-3.492245575,0,DE6
-,1.859275227,Neuengamme,0,5,1,0,62,8,5,0.131919607,0.086565434,0.015586085,0.155506909,14.78653855,0.391922452,1.357763134,1.187608236,0,DE6
-,1.859275227,Neuengamme,0,5,1,0,51,8,7,0.131919607,0.086565434,0.015586085,0.155506909,14.78653855,0.391922452,-0.378253486,-1.322077573,0,DE6
-,4.4749401,DoraMittlebau,0,5,1,0,60,5,5,0.048945582,0.102413699,0.001099075,0.071784096,0.905534933,0.527523053,0.348260353,1.428192502,0,DE9
-,4.4749401,DoraMittlebau,0,5,1,1,58,5,5,0.048945582,0.102413699,0.001099075,0.071784096,0.905534933,0.527523053,0.348260353,-1.41064653,0,DE9
-,4.4749401,DoraMittlebau,0,5,1,0,29,5,NA,0.048945582,0.102413699,0.001099075,0.071784096,0.905534933,0.527523053,-0.378253486,3.501905177,0,DE9
-,4.4749401,DoraMittlebau,0,5,1,0,66,5,5,0.048945582,0.102413699,0.001099075,0.071784096,0.905534933,0.527523053,0.348260353,-0.493511945,0,DE9
-,4.4749401,DoraMittlebau,0,5,1,1,72,5,5,0.048945582,0.102413699,0.001099075,0.071784096,0.905534933,0.527523053,0.348260353,0.773689648,0,DE9
-,4.4749401,DoraMittlebau,0,6,1,0,35,5,NA,0.048945582,0.102413699,0.001099075,0.071784096,0.905534933,0.527523053,0.348260353,0.993516882,0,DE9
-,4.4749401,DoraMittlebau,0,8,1,0,34,5,NA,0.048945582,0.102413699,0.001099075,0.071784096,0.905534933,0.527523053,-0.378253486,-0.01105298,0,DE9
-,4.4749401,DoraMittlebau,0,5,1,0,22,5,5,0.048945582,0.102413699,0.001099075,0.071784096,0.905534933,0.527523053,0.348260353,-0.575446498,0,DE9
-,4.4749401,DoraMittlebau,0,5,1,1,37,5,5,0.048945582,0.102413699,0.001099075,0.071784096,0.905534933,0.527523053,0.348260353,0.773689648,0,DE9
-,4.4749401,DoraMittlebau,0,5,1,1,57,5,5,0.048945582,0.102413699,0.001099075,0.071784096,0.905534933,0.527523053,-0.378253486,-1.24032395,0,DE9
-,6.622204731,DoraMittlebau,0,6,1,1,39,3,6,0.038539261,0.091756461,0.003711465,0.079769305,0.848978906,0.576442683,-0.378253486,-6.461211383,0,DE9
-,6.622204731,DoraMittlebau,0,3,1,1,74,3,5,0.038539261,0.091756461,0.003711465,0.079769305,0.848978906,0.576442683,0.783742673,6.62490153,0,DE9
-,6.622204731,DoraMittlebau,0,5,1,0,72,3,7,0.038539261,0.091756461,0.003711465,0.079769305,0.848978906,0.576442683,0.507541101,1.941464277,0,DE9
-,6.622204731,DoraMittlebau,0,7,1,0,59,3,NA,0.038539261,0.091756461,0.003711465,0.079769305,0.848978906,0.576442683,-0.378253486,0.59394522,0,DE9
-,6.622204731,DoraMittlebau,0,7,1,0,72,3,7,0.038539261,0.091756461,0.003711465,0.079769305,0.848978906,0.576442683,-0.378253486,-8.925797921,0,DE9
-,6.622204731,DoraMittlebau,0,7,1,1,57,3,7,0.038539261,0.091756461,0.003711465,0.079769305,0.848978906,0.576442683,-0.378253486,3.513420537,0,DE9
-,6.622204731,DoraMittlebau,1,7,1,1,57,3,9,0.038539261,0.091756461,0.003711465,0.079769305,0.848978906,0.576442683,0.507541101,6.514987912,1,DE9
-,6.622204731,DoraMittlebau,0,6,1,0,71,3,5,0.038539261,0.091756461,0.003711465,0.079769305,0.848978906,0.576442683,0.507541101,-7.201435287,0,DE9
-,6.622204731,DoraMittlebau,0,7,1,1,41,3,5,0.038539261,0.091756461,0.003711465,0.079769305,0.848978906,0.576442683,-0.378253486,-4.185095011,0,DE9
-,6.622204731,DoraMittlebau,0,5,1,1,61,3,6,0.038539261,0.091756461,0.003711465,0.079769305,0.848978906,0.576442683,-0.378253486,-2.62952874,0,DE9
-,3.72386325,Arbeitsdorf,0,5,1,0,42,5,NA,0.049754803,0.084741825,0.003762498,0.079879981,0.644035135,0.50803217,1.10909838,6.542966977,0,DE9
-,3.72386325,Arbeitsdorf,0,7,1,0,39,5,NA,0.049754803,0.084741825,0.003762498,0.079879981,0.644035135,0.50803217,-0.378253486,6.62490153,0,DE9
-,3.72386325,Arbeitsdorf,0,5,1,0,36,5,NA,0.049754803,0.084741825,0.003762498,0.079879981,0.644035135,0.50803217,0.706859478,5.682454858,0,DE9
-,3.72386325,Arbeitsdorf,0,5,1,1,40,5,NA,0.049754803,0.084741825,0.003762498,0.079879981,0.644035135,0.50803217,0.706859478,6.62490153,0,DE9
-,3.72386325,Arbeitsdorf,0,5,1,1,69,5,NA,0.049754803,0.084741825,0.003762498,0.079879981,0.644035135,0.50803217,0.790751473,-0.22099753,0,DE9
-,3.72386325,Arbeitsdorf,0,5,1,1,48,5,NA,0.049754803,0.084741825,0.003762498,0.079879981,0.644035135,0.50803217,0.706859478,6.62490153,0,DE9
-,3.72386325,Arbeitsdorf,0,3,1,1,74,5,5,0.049754803,0.084741825,0.003762498,0.079879981,0.644035135,0.50803217,1.331783739,5.177524634,0,DE9
-,3.72386325,Arbeitsdorf,0,3,1,1,27,5,NA,0.049754803,0.084741825,0.003762498,0.079879981,0.644035135,0.50803217,-0.378253486,6.62490153,0,DE9
-,3.72386325,Arbeitsdorf,1,5,1,1,38,5,5,0.049754803,0.084741825,0.003762498,0.079879981,0.644035135,0.50803217,1.10909838,4.638443202,0,DE9
-,3.72386325,Arbeitsdorf,0,2,1,1,25,5,NA,0.049754803,0.084741825,0.003762498,0.079879981,0.644035135,0.50803217,-0.378253486,-2.702228703,0,DE9
-,3.950166841,BergenBelsen,0,6,1,1,30,8,NA,0.101936441,0.094777028,0.010380566,0.121964912,5.721977078,0.444791646,1.931706223,-2.628418482,0,DE9
-,3.950166841,BergenBelsen,0,5,1,0,79,8,7,0.101936441,0.094777028,0.010380566,0.121964912,5.721977078,0.444791646,0.868574544,-6.984328415,0,DE9
-,3.950166841,BergenBelsen,0,3,1,0,27,8,4,0.101936441,0.094777028,0.010380566,0.121964912,5.721977078,0.444791646,0.348260353,5.533562462,0,DE9
-,3.950166841,BergenBelsen,0,5,1,0,29,8,5,0.101936441,0.094777028,0.010380566,0.121964912,5.721977078,0.444791646,1.622001183,-2.019475736,0,DE9
-,6.738339969,Arbeitsdorf,0,3,1,1,80,1,7,0.049095812,0.086671261,0.004582415,0.092230515,1.562768823,0.400880521,0.396214214,-1.563749217,0,DE9
-,6.738339969,Arbeitsdorf,0,3,1,1,79,1,5,0.049095812,0.086671261,0.004582415,0.092230515,1.562768823,0.400880521,1.931706223,-8.56763164,0,DE9
-,6.738339969,Arbeitsdorf,0,5,1,1,79,1,7,0.049095812,0.086671261,0.004582415,0.092230515,1.562768823,0.400880521,0.396214214,-1.151935923,0,DE9
-,6.738339969,Arbeitsdorf,0,5,1,0,66,1,7,0.049095812,0.086671261,0.004582415,0.092230515,1.562768823,0.400880521,-0.378253486,-2.231678387,0,DE9
-,6.738339969,Arbeitsdorf,0,5,1,1,39,1,5,0.049095812,0.086671261,0.004582415,0.092230515,1.562768823,0.400880521,0.348260353,-2.033195813,0,DE9
-,6.738339969,Arbeitsdorf,1,5,1,1,49.73427596,1,5,0.049095812,0.086671261,0.004582415,0.092230515,1.562768823,0.400880521,-0.378253486,0.238175315,0,DE9
-,6.738339969,Arbeitsdorf,1,3,1,1,31,1,NA,0.049095812,0.086671261,0.004582415,0.092230515,1.562768823,0.400880521,1.172202532,4.598791271,0,DE9
-,6.738339969,Arbeitsdorf,0,6,1,0,21,1,7,0.049095812,0.086671261,0.004582415,0.092230515,1.562768823,0.400880521,-0.378253486,-0.932108688,0,DE9
-,7.036099646,BergenBelsen,0,5,1,1,44,3,NA,0.055345257,0.094094912,0.003979937,0.294201287,0.859676898,0.440359613,0.507541101,-3.79649559,0,DE9
-,7.036099646,BergenBelsen,0,5,1,1,50,3,NA,0.055345257,0.094094912,0.003979937,0.294201287,0.859676898,0.440359613,1.017589164,4.881868295,0,DE9
-,7.036099646,BergenBelsen,0,5,1,1,61,3,NA,0.055345257,0.094094912,0.003979937,0.294201287,0.859676898,0.440359613,0.348260353,3.781717579,0,DE9
-,7.036099646,BergenBelsen,0,5,1,0,44,3,NA,0.055345257,0.094094912,0.003979937,0.294201287,0.859676898,0.440359613,-0.378253486,-2.097042491,0,DE9
-,7.036099646,BergenBelsen,0,5,1,1,53,3,NA,0.055345257,0.094094912,0.003979937,0.294201287,0.859676898,0.440359613,-0.378253486,5.496114494,0,DE9
-,7.036099646,BergenBelsen,0,5,1,1,55,3,NA,0.055345257,0.094094912,0.003979937,0.294201287,0.859676898,0.440359613,0.348260353,-2.549625056,0,DE9
-,7.036099646,BergenBelsen,0,7,1,0,69,3,NA,0.055345257,0.094094912,0.003979937,0.294201287,0.859676898,0.440359613,-0.378253486,-0.356206892,0,DE9
-,7.036099646,BergenBelsen,0,5,1,0,80,3,7,0.055345257,0.094094912,0.003979937,0.294201287,0.859676898,0.440359613,-0.378253486,2.620978269,0,DE9
-,7.036099646,BergenBelsen,0,5,1,1,65,3,5,0.055345257,0.094094912,0.003979937,0.294201287,0.859676898,0.440359613,-0.378253486,-0.862277878,0,DE9
-,7.036099646,BergenBelsen,0,6,1,0,80,3,7,0.055345257,0.094094912,0.003979937,0.294201287,0.859676898,0.440359613,0.396214214,-2.379728449,0,DE9
-,7.036099646,BergenBelsen,0,5,1,1,55,3,NA,0.055345257,0.094094912,0.003979937,0.294201287,0.859676898,0.440359613,0.348260353,-0.673263454,0,DE9
-,1.373485819,BergenBelsen,0,7,1,0,82,6,7,0.041739953,0.095968671,0.001328077,0.065579042,0.71532,0.546403686,-0.378253486,-11.13152506,0,DE9
-,1.373485819,BergenBelsen,0,3,1,0,52,6,7,0.041739953,0.095968671,0.001328077,0.065579042,0.71532,0.546403686,1.62744669,-1.41064653,0,DE9
-,1.373485819,BergenBelsen,1,2,1,1,46,6,9,0.041739953,0.095968671,0.001328077,0.065579042,0.71532,0.546403686,1.43509691,6.62490153,1,DE9
-,1.373485819,BergenBelsen,1,5,1,1,24,6,NA,0.041739953,0.095968671,0.001328077,0.065579042,0.71532,0.546403686,-0.378253486,-9.235146864,0,DE9
-,1.373485819,BergenBelsen,0,5,1,1,25,6,NA,0.041739953,0.095968671,0.001328077,0.065579042,0.71532,0.546403686,0.396214214,0.321898521,0,DE9
-,1.373485819,BergenBelsen,0,6,1,0,37,6,NA,0.041739953,0.095968671,0.001328077,0.065579042,0.71532,0.546403686,-0.378253486,0.051689979,0,DE9
-,1.373485819,BergenBelsen,0,5,1,0,32,6,7,0.041739953,0.095968671,0.001328077,0.065579042,0.71532,0.546403686,1.662881487,6.542966977,0,DE9
-,1.373485819,BergenBelsen,0,5,1,0,88,6,7,0.041739953,0.095968671,0.001328077,0.065579042,0.71532,0.546403686,0.898074967,2.971662866,0,DE9
-,1.373485819,BergenBelsen,1,5,1,1,59,6,5,0.041739953,0.095968671,0.001328077,0.065579042,0.71532,0.546403686,-0.378253486,-2.74869111,0,DE9
-,1.373485819,BergenBelsen,0,8,1,0,64,6,7,0.041739953,0.095968671,0.001328077,0.065579042,0.71532,0.546403686,-0.378253486,6.62490153,0,DE9
-,1.373485819,BergenBelsen,0,5,1,0,48,6,9,0.041739953,0.095968671,0.001328077,0.065579042,0.71532,0.546403686,0.790751473,6.62490153,1,DE9
-,2.151349867,Neuengamme,0,5,1,0,41,3,2,0.04394269,0.054505448,0.000380901,0.102081349,0.310583254,0.620602589,-0.378253486,-2.808153649,0,DE9
-,2.151349867,Neuengamme,0,3,1,0,31,3,NA,0.04394269,0.054505448,0.000380901,0.102081349,0.310583254,0.620602589,-0.378253486,-7.073757517,0,DE9
-,2.151349867,Neuengamme,1,5,1,1,36,3,6,0.04394269,0.054505448,0.000380901,0.102081349,0.310583254,0.620602589,-0.378253486,-3.668982409,0,DE9
-,2.151349867,Neuengamme,0,8,1,0,62,3,7,0.04394269,0.054505448,0.000380901,0.102081349,0.310583254,0.620602589,-0.378253486,0.813765373,0,DE9
-,2.151349867,Neuengamme,0,5,1,0,68,3,7,0.04394269,0.054505448,0.000380901,0.102081349,0.310583254,0.620602589,-0.378253486,-1.932137658,0,DE9
-,2.151349867,Neuengamme,0,5,1,1,47,3,NA,0.04394269,0.054505448,0.000380901,0.102081349,0.310583254,0.620602589,-0.378253486,-4.927539973,0,DE9
-,2.151349867,Neuengamme,0,6,1,0,20,3,4,0.04394269,0.054505448,0.000380901,0.102081349,0.310583254,0.620602589,-0.378253486,-6.959150956,0,DE9
-,2.151349867,Neuengamme,0,5,1,0,57,3,7,0.04394269,0.054505448,0.000380901,0.102081349,0.310583254,0.620602589,-0.378253486,-0.078057126,0,DE9
-,2.151349867,Neuengamme,0,7,1,1,65,3,7,0.04394269,0.054505448,0.000380901,0.102081349,0.310583254,0.620602589,-0.378253486,-3.968122766,0,DE9
-,2.151349867,Neuengamme,0,5,1,1,74,3,7,0.04394269,0.054505448,0.000380901,0.102081349,0.310583254,0.620602589,0.348260353,-0.946872328,0,DE9
-,2.151349867,Neuengamme,0,5,1,0,48,3,5,0.04394269,0.054505448,0.000380901,0.102081349,0.310583254,0.620602589,0.803801148,-1.909145406,0,DE9
-,2.151349867,Neuengamme,0,5,1,0,77,3,7,0.04394269,0.054505448,0.000380901,0.102081349,0.310583254,0.620602589,-0.378253486,0.593938139,0,DE9
-,2.151349867,Neuengamme,0,7,1,0,57,3,7,0.04394269,0.054505448,0.000380901,0.102081349,0.310583254,0.620602589,0.868574544,-1.650270964,0,DE9
-,2.151349867,Neuengamme,0,5,1,1,54,3,5,0.04394269,0.054505448,0.000380901,0.102081349,0.310583254,0.620602589,-0.378253486,-2.806446503,0,DE9
-,2.151349867,Neuengamme,0,2,1,0,55,3,5,0.04394269,0.054505448,0.000380901,0.102081349,0.310583254,0.620602589,-0.378253486,-7.441609921,0,DE9
-,2.151349867,Neuengamme,0,6,1,1,51,3,NA,0.04394269,0.054505448,0.000380901,0.102081349,0.310583254,0.620602589,-0.378253486,-9.668862651,0,DE9
-,2.151349867,Neuengamme,0,5,1,0,44,3,7,0.04394269,0.054505448,0.000380901,0.102081349,0.310583254,0.620602589,-0.378253486,-5.689094373,0,DE9
-,2.151349867,Neuengamme,0,7,1,1,32,3,7,0.04394269,0.054505448,0.000380901,0.102081349,0.310583254,0.620602589,-0.378253486,-0.553888768,0,DE9
