rr_votes,E_eubadIP,E_NatDem_satisfiedIP,unempIP,opencIP,S_uegenIP,rightgovIP,ch_imp_fns,eu_pos_meanIP,ccode,country,ep_election
6.340000152587891,0.18758451219465483,0.5134328603744507,9.100000381469727,49.56785,11.100000381469727,1.0,,6.263888835906982,6,France,2009.0
24.860000610351562,0.21792924365130592,0.5037747025489807,10.300000190734863,59.22125,11.099434736601689,0.0,,5.607142448425293,6,France,2014.0
0.0,0.13188639248844283,0.522221565246582,7.800000190734863,105.181,8.899999618530273,1.0,0.105927676,5.163123247875774,7,Ireland,1979.0
0.0,0.22517063492063494,0.4757244884967804,15.5,108.1839,8.199999809265137,0.0,0.15191746,5.0966668128967285,7,Ireland,1984.0
0.0,0.05880203295710254,0.5885198712348938,14.699999809265137,112.3391,7.400000095367432,1.0,0.3529037,5.416666507720947,7,Ireland,1989.0
0.0,0.05850855850855851,0.6716538667678833,14.300000190734863,126.347,6.699999809265137,0.0,1.1871569,5.616666793823242,7,Ireland,1994.0
0.0,0.029871912472194763,0.6832969188690186,5.800000190734863,160.1492,11.100000381469727,1.0,1.4846811,5.94444465637207,7,Ireland,1999.0
0.0,0.06127761561393906,0.7335580587387085,4.800000190734863,146.6663,10.199999809265137,1.0,,5.796666622161865,7,Ireland,2004.0
0.0,0.08286017981310068,0.5578634738922119,12.699999809265137,173.681,11.100000381469727,0.0,,6.25,7,Ireland,2009.0
0.0,0.11894695036904823,0.5730741620063782,11.899999618530273,209.0751,11.10249949540217,0.0,,5.962963104248047,7,Ireland,2014.0
5.449999809265137,0.0221409603412999,0.1794700026512146,7.199999809265137,43.82869,3.299999952316284,0.0,0.5185903,6.399341758919036,8,Italy,1979.0
6.46999979019165,0.02975912007017423,0.2340800017118454,7.900000095367432,42.55042,2.5999999046325684,0.0,0.5125146,6.380000114440918,8,Italy,1984.0
7.34000027179718,0.025827788649706456,0.2696700096130371,9.699999809265137,37.15298,3.4000000953674316,0.0,1.1024597,6.380000114440918,8,Italy,1989.0
19.03000020980835,0.0505,0.22353500127792358,10.600000381469727,40.50533,3.5999999046325684,0.0,1.8679163,6.315000057220459,8,Italy,1994.0
16.37999999523163,0.05494732829794398,0.3056449890136719,10.899999618530273,44.70748,4.199999809265137,0.0,2.4433215,5.75,8,Italy,1999.0
18.449999809265137,0.13737290834617571,0.4020650088787079,8.0,47.52221,5.400000095367432,1.0,,5.797999858856201,8,Italy,2004.0
10.210000038146973,0.14776266950179995,0.4406900107860565,7.699999809265137,45.5866,5.800000190734863,1.0,,5.639682292938232,8,Italy,2009.0
9.81000018119812,0.18764860171073605,0.2848699986934662,12.699999809265137,56.11292,4.462925153601788,0.0,,5.142857074737549,8,Italy,2014.0
0.0,0.026747446102284814,0.635004997253418,5.699999809265137,95.02928,13.100000381469727,1.0,0.23491669,6.078369773433224,10,Netherlands,1979.0
0.0,0.031979594130115516,0.5722349882125854,9.300000190734863,111.1136,12.100000381469727,1.0,0.2692519,6.110000133514404,10,Netherlands,1984.0
0.0,0.022692936839278303,0.7234150171279907,6.699999809265137,106.5832,11.5,0.0,0.50022346,6.186666488647461,10,Netherlands,1989.0
1.0499999523162842,0.04847802197802198,0.6460000276565552,7.199999809265137,103.4832,11.899999618530273,0.0,1.3882161,5.849999904632568,10,Netherlands,1994.0
0.5,0.046714881368864536,0.7737749814987183,4.199999809265137,115.1363,12.0,0.0,2.3634636,6.151515007019043,10,Netherlands,1999.0
2.549999952316284,0.10578960222067894,0.6777300238609314,5.699999809265137,119.1482,12.0,1.0,,5.443333625793457,10,Netherlands,2004.0
16.969999313354492,0.07435258964143426,0.7221099734306335,4.400000095367432,118.9805,11.899999618530273,0.0,,4.8333330154418945,10,Netherlands,2009.0
13.319999694824219,0.1192006478130828,0.7663450241088867,7.400000095367432,154.3824,11.602499861674982,0.0,,5.39393949508667,10,Netherlands,2014.0
0.0,0.40092252997857397,0.5103393197059631,4.599999904632568,53.11168,11.800000190734863,0.0,0.28382462,4.879621794479135,11,United Kingdom,1979.0
0.0,0.32611489576434227,0.608540952205658,10.899999618530273,53.83996,9.5,1.0,0.35836712,4.836666584014893,11,United Kingdom,1984.0
0.0,0.18762117193151676,0.5551608204841614,7.099999904632568,47.31519,8.300000190734863,1.0,0.4405296,5.210000038146973,11,United Kingdom,1989.0
0.9825000166893005,0.2196153846153846,0.510769248008728,9.300000190734863,50.41732,8.199999809265137,1.0,1.112838,5.503333568572998,11,United Kingdom,1994.0
7.4799999594688416,0.23802956758825314,0.6144461035728455,5.900000095367432,51.75474,8.300000190734863,0.0,1.8212855,4.717948913574219,11,United Kingdom,1999.0
21.100000858306885,0.25635291196424487,0.6036719083786011,4.699999809265137,51.61632,8.800000190734863,0.0,,4.630000114440918,11,United Kingdom,2004.0
22.699999809265137,0.30916656222864763,0.5771558284759521,7.599999904632568,55.99541,8.699999809265137,0.0,,4.355555534362793,11,United Kingdom,2009.0
28.62999975681305,0.3220688079683089,0.6282032132148743,6.099999904632568,58.62647,8.225000229827192,1.0,,5.142857074737549,11,United Kingdom,2014.0
